name;openinggross;theathers;tconst;titleType;originalTitle;isAdult;startYear;runtimeMinutes;genres;director_identifier;primaryName;primaryProfession;knownForTitles
Son of God;$25,601,865;3,260;tt1805411;movie;Son of God;FALSE;2010;80;Documentary;nm1894653,nm1840064;NA;NA;NA
Kill Bill: Vol. 2;$25,600,000;2,971;tt0378194;movie;Kill Bill: Vol. 2;FALSE;2004;137;Action,Crime,Thriller;nm0000233;Quentin Tarantino;writer,actor,producer;tt0110912,tt7131622,tt0116367,tt0105236
Total Recall;$25,577,758;3,601;tt0100802;movie;Total Recall;FALSE;1990;113;Action,Adventure,Sci-Fi;nm0000682;Paul Verhoeven;director,producer,writer;tt3716530,tt0389557,tt0093870,tt0164052
Battleship;$25,534,825;3,690;tt1440129;movie;Battleship;FALSE;2012;131;Action,Adventure,Sci-Fi;nm0000916;Peter Berg;producer,actor,writer;tt0108724,tt0124198,tt1091191,tt0369339
Penguins of Madagascar;$25,447,444;3,764;tt1911658;movie;Penguins of Madagascar;FALSE;2014;92;Action,Adventure,Animation;nm0201509,nm0971239;NA;NA;NA
The Visit;$25,427,560;3,069;tt0057664;movie;La visita;FALSE;1963;110;Comedy,Romance;nm0682881;Antonio Pietrangeli;writer,director,assistant_director;tt0050753,tt0057664,tt0060545,tt0046341
The Nutty Professor;$25,411,725;2,115;tt0057372;movie;The Nutty Professor;FALSE;1963;107;Comedy,Romance,Sci-Fi;nm0001471;Jerry Lewis;actor,writer,soundtrack;tt0085794,tt0057372,tt0106307,tt0059166
The Firm;$25,400,000;2,393;tt0106918;movie;The Firm;FALSE;1993;154;Drama,Mystery,Thriller;nm0001628;Sydney Pollack;director,producer,actor;tt0465538,tt0089755,tt0084805,tt0120663
Madea's Witness Protection;$25,390,575;2,161;tt2215285;movie;Madea's Witness Protection;FALSE;2012;114;Comedy,Crime,Drama;nm1347153;Tyler Perry;writer,director,producer;tt0422093,tt0455612,tt1142800,tt2267998
Gnomeo & Juliet;$25,356,909;2,994;tt0377981;movie;Gnomeo & Juliet;FALSE;2011;84;Adventure,Animation,Comedy;nm0038432;Kelly Asbury;art_department,animation_department,director;tt0166813,tt0377981,tt0101414,tt0298148
Apollo 13;$25,353,380;2,197;tt0112384;movie;Apollo 13;FALSE;1995;140;Adventure,Drama,History;nm0000165;Ron Howard;producer,actor,writer;tt0367279,tt0112384,tt0268978,tt0075213
Indiana Jones and the Temple of Doom;$25,337,110;1,687;tt0087469;movie;Indiana Jones and the Temple of Doom;FALSE;1984;118;Action,Adventure;nm0000229;Steven Spielberg;producer,writer,director;tt0082971,tt0120815,tt0108052,tt0083866
Gone in 60 Seconds;$25,336,048;3,006;tt0071571;movie;Gone in 60 Seconds;FALSE;1974;105;Action,Crime,Drama;nm0355181;H.B. Halicki;writer,producer,actor;tt0084184,tt0071571,tt0187078,tt0085408
Underworld: Awakening;$25,306,725;3,078;tt1496025;movie;Underworld: Awakening;FALSE;2012;88;Action,Fantasy,Horror;nm0617523,nm0825407;NA;NA;NA
Public Enemies;$25,271,675;3,334;tt0034073;movie;Public Enemies;FALSE;1941;68;Comedy,Crime,Drama;nm0736610;Albert S. Rogell;director,producer,writer;tt0034911,tt0024790,tt0026047,tt0019888
Patch Adams;$25,262,280;2,712;tt0129290;movie;Patch Adams;FALSE;1998;115;Biography,Comedy,Drama;nm0001723;Tom Shadyac;producer,director,actor;tt0109040,tt0259288,tt1741225,tt0117218
Date Night;$25,207,599;3,374;tt1279935;movie;Date Night;FALSE;2010;88;Comedy,Crime,Romance;nm0506613;Shawn Levy;producer,director,actor;tt1714206,tt6264654,tt2463208,tt2543164
Tomorrow Never Dies;$25,143,007;2,807;tt0120347;movie;Tomorrow Never Dies;FALSE;1997;119;Action,Adventure,Thriller;nm0006854;Roger Spottiswoode;director,producer,editorial_department;tt0083511,tt0216216,tt0120347,tt0096098
Meet the Robinsons;$25,123,781;3,413;tt0396555;movie;Meet the Robinsons;FALSE;2007;95;Adventure,Animation,Comedy;nm0027459;Stephen J. Anderson;animation_department,director,miscellaneous;tt0120917,tt0396555,tt1449283,tt2294629
Master and Commander: The Far Side of the World;$25,105,990;3,101;tt0311113;movie;Master and Commander: The Far Side of the World;FALSE;2003;138;Action,Adventure,Drama;nm0001837;Peter Weir;director,writer,producer;tt0090329,tt1023114,tt0311113,tt0097165
The Rock;$25,069,525;2,392;tt0117500;movie;The Rock;FALSE;1996;136;Action,Adventure,Thriller;nm0000881;Michael Bay;producer,director,actor;tt2109248,tt1055369,tt0120591,tt0117500
Madea's Big Happy Family;$25,068,677;2,288;tt1787759;movie;Madea's Big Happy Family;FALSE;2011;106;Comedy,Drama;nm1347153;Tyler Perry;writer,director,producer;tt0422093,tt0455612,tt1142800,tt2267998
Dr. Dolittle 2;$25,037,039;3,049;tt0240462;movie;Dr. Dolittle 2;FALSE;2001;87;Comedy,Family,Fantasy;nm0139867;Steve Carr;director,producer;tt1333125,tt0317303,tt1114740,tt0195945
Blue Beetle;$25,030,225;3,871;tt9362930;movie;Blue Beetle;FALSE;2023;127;Action,Adventure,Sci-Fi;nm3924049;Angel Manuel Soto;director,producer,writer;tt1663127,tt1838584,tt9362930,tt2231349
Vanilla Sky;$25,015,518;2,742;tt0259711;movie;Vanilla Sky;FALSE;2001;136;Fantasy,Mystery,Romance;nm0001081;Cameron Crowe;writer,producer,director;tt0116695,tt0259711,tt0105415,tt0181875
Peter Rabbit;$25,010,928;3,725;tt13150474;movie;Peter Rabbit;FALSE;2020;62;Drama;nm11923499;Kim Harrington;director,writer;tt13150474
Jack and Jill;$25,003,575;3,438;tt0008143;movie;Jack and Jill;FALSE;1917;50;Western;nm0853336;William Desmond Taylor;director,actor,producer;tt0011313,tt0006570,tt0011721,tt0008045
Skyscraper;$24,905,015;3,782;tt0019398;movie;Skyscraper;FALSE;1928;68;Drama;nm0383304;Howard Higgin;writer,director,production_manager;tt0017562,tt0022243,tt0129226,tt0022991
Flight;$24,900,566;1,884;tt0019884;movie;Flight;FALSE;1929;110;Action,Adventure,Romance;nm0001008;Frank Capra;director,writer,producer;tt0031679,tt0030993,tt0038650,tt0025316
White House Down;$24,852,258;3,222;tt2334879;movie;White House Down;FALSE;2013;131;Action,Drama,Thriller;nm0000386;Roland Emmerich;writer,producer,director;tt0116629,tt1628841,tt0120685,tt0319262
A Good Day to Die Hard;$24,834,845;3,553;tt1606378;movie;A Good Day to Die Hard;FALSE;2013;98;Action,Thriller;nm0601382;John Moore;camera_department,director,producer;tt0466909,tt0377062,tt0467197,tt0159273
True Grit;$24,830,443;3,047;tt0065126;movie;True Grit;FALSE;1969;128;Adventure,Drama,Western;nm0368871;Henry Hathaway;director,assistant_director,art_department;tt0056085,tt0059740,tt0065126,tt0028401
The Call of the Wild;$24,791,624;3,752;tt0069197;movie;The Call of the Wild;FALSE;1972;104;Adventure,Family,Western;nm0002175;Ken Annakin;director,writer,producer;tt0084504,tt0049847,tt0056197,tt0059797
The Other Woman;$24,763,752;3,205;tt0009460;movie;The Other Woman;FALSE;1918;50;Drama;nm0662032;Albert Parker;director,producer,actor;tt0027370,tt0016654,tt0011020,tt0010103
Predators;$24,760,882;2,669;tt0332326;movie;Predators;FALSE;1995;NA;\N;nm1075025;Laszlo Bene;director,writer,producer;tt0332326,tt3602562,tt0479948,tt0290884
Zombieland;$24,733,155;3,036;tt1156398;movie;Zombieland;FALSE;2009;88;Action,Comedy,Horror;nm0281508;Ruben Fleischer;producer,director,writer;tt1270797,tt1464335,tt1156398,tt1321870
10 Cloverfield Lane;$24,727,437;3,391;tt1179933;movie;10 Cloverfield Lane;FALSE;2016;103;Drama,Horror,Mystery;nm0870469;Dan Trachtenberg;music_department,director,writer;tt1190634,tt11866324,tt2085059,tt1179933
Taken;$24,717,037;3,183;tt0208495;movie;Taken;FALSE;1999;98;Drama,Thriller;nm0279051;Max Fischer;director,writer,actor;tt0106822,tt0084206,tt0081083,tt0072396
The Accountant;$24,710,273;3,332;tt0192956;movie;The Accountant;FALSE;1999;50;Action,Thriller;nm0924455;Andrew White;director,writer,cinematographer;tt0192956
Collateral;$24,701,458;3,188;tt0369339;movie;Collateral;FALSE;2004;120;Action,Crime,Drama;nm0000520;Michael Mann;producer,writer,director;tt0104691,tt0369339,tt0140352,tt0091474
Congo;$24,642,539;2,649;tt0112715;movie;Congo;FALSE;1995;109;Action,Adventure,Mystery;nm0550881;Frank Marshall;producer,miscellaneous,director;tt0082971,tt0112715,tt0421715,tt0286106
The Butler;$24,637,312;2,933;tt1327773;movie;Lee Daniels' the Butler;FALSE;2013;132;Biography,Drama;nm0200005;Lee Daniels;producer,writer,director;tt0929632,tt1327773,tt1496422,tt0361127
The Predator;$24,632,284;4,037;tt3829266;movie;The Predator;FALSE;2018;107;Action,Adventure,Horror;nm0000948;Shane Black;writer,actor,director;tt0093773,tt0373469,tt3799694,tt1300854
Flightplan;$24,629,938;3,424;tt0408790;movie;Flightplan;FALSE;2005;98;Drama,Mystery,Thriller;nm0777881;Robert Schwentke;director,writer,soundtrack;tt0297871,tt0790736,tt1245526,tt6763252
Knowing;$24,604,751;3,332;tt0448011;movie;Knowing;FALSE;2009;121;Action,Mystery,Sci-Fi;nm0001639;Alex Proyas;director,producer,writer;tt0118929,tt0109506,tt0448011,tt0343818
Christopher Robin;$24,585,139;3,602;tt4575576;movie;Christopher Robin;FALSE;2018;104;Adventure,Comedy,Drama;nm0286975;Marc Forster;producer,director,writer;tt0285742,tt0308644,tt0419887,tt0816711
Eraser;$24,566,446;2,410;tt0116213;movie;Eraser;FALSE;1996;115;Action,Crime,Thriller;nm0751080;Chuck Russell;director,producer,writer;tt0277296,tt0093629,tt0110475,tt0116213
The Girl on the Train;$24,536,265;3,144;tt1183672;movie;La fille du RER;FALSE;2009;97;Drama;nm0029242;André Téchiné;writer,director,actor;tt0487273,tt0111019,tt0089902,tt4331970
The Emoji Movie;$24,531,923;4,075;tt4877122;movie;The Emoji Movie;FALSE;2017;86;Adventure,Animation,Comedy;nm1902232;Tony Leondis;writer,director,actor;tt0465502,tt4877122,tt0457993,tt0120794
Evil Dead Rise;$24,504,315;3,402;tt13345606;movie;Evil Dead Rise;FALSE;2023;96;Horror;nm2091846;Lee Cronin;director,writer,producer;tt13345606,tt1545523,tt3225926,tt6198946
Pet Sematary;$24,502,775;3,585;tt0098084;movie;Pet Sematary;FALSE;1989;103;Fantasy,Horror,Thriller;nm0005116;Mary Lambert;director,writer,miscellaneous;tt2741602,tt0163676,tt0098084
Act of Valor;$24,476,632;3,039;tt1591479;movie;Act of Valor;FALSE;2012;110;Action,Adventure,Thriller;nm0566788,nm0915304;NA;NA;NA
Forrest Gump;$24,450,602;1,595;tt0109830;movie;Forrest Gump;FALSE;1994;142;Drama,Romance;nm0000709;Robert Zemeckis;producer,writer,director;tt0109830,tt1907668,tt0118884,tt0088763
Mean Girls;$24,432,195;2,839;tt0377092;movie;Mean Girls;FALSE;2004;97;Comedy;nm0914132;Mark Waters;director,producer,writer;tt0821640,tt0416236,tt1686821,tt1022603
Failure to Launch;$24,411,322;3,057;tt0427229;movie;Failure to Launch;FALSE;2006;97;Comedy,Romance;nm0223359;Tom Dey;director,camera_department,producer;tt0427229,tt0184894,tt0118346,tt0284490
Race to Witch Mountain;$24,402,214;3,187;tt1075417;movie;Race to Witch Mountain;FALSE;2009;98;Action,Adventure,Family;nm0275698;Andy Fickman;producer,director,actor;tt0118615,tt3450650,tt1414382,tt1075417
Contraband;$24,349,815;2,863;tt0015703;movie;Contraband;FALSE;1925;92;Drama;nm0189076;Alan Crosland;director,writer,producer;tt0013593,tt0026724,tt0013763,tt0018037
The Chronicles of Riddick;$24,289,165;2,757;tt0296572;movie;The Chronicles of Riddick;FALSE;2004;119;Action,Adventure,Sci-Fi;nm0878638;David Twohy;writer,director,producer;tt0119173,tt0134847,tt0106977,tt1411250
The Haunted Mansion;$24,278,410;3,122;tt0338094;movie;The Haunted Mansion;FALSE;2003;99;Comedy,Family,Fantasy;nm0591450;Rob Minkoff;producer,director,animation_department;tt0110357,tt0338094,tt0243585,tt0864835
The Last Samurai;$24,271,354;2,908;tt0099987;movie;The Last Samurai;FALSE;1990;90;Action,Adventure,Drama;nm0562577;Paul Mayersberg;writer,miscellaneous,director;tt0099987,tt0159382,tt0095738,tt0074851
TMNT;$24,255,205;3,110;tt0453556;movie;TMNT;FALSE;2007;87;Action,Adventure,Animation;nm1083489;Kevin Munroe;art_department,writer,director;tt1013860,tt7885738,tt0453556,tt2865120
No Good Deed;$24,250,283;2,175;tt0292610;movie;No Good Deed;FALSE;2002;97;Crime,Drama,Thriller;nm0706182;Bob Rafelson;producer,director,writer;tt0065724,tt0075268,tt0060010,tt0115710
Barbershop 2: Back in Business;$24,241,612;2,711;tt0337579;movie;Barbershop 2: Back in Business;FALSE;2004;106;Comedy,Drama;nm0838198;Kevin Rodney Sullivan;director,actor,writer;tt6439752,tt0337579,tt0120703,tt5555260
Me, Myself & Irene;$24,209,385;3,019;tt0183505;movie;Me, Myself & Irene;FALSE;2000;116;Comedy;nm0125803,nm0268380;NA;NA;NA
Coach Carter;$24,182,961;2,524;tt0393162;movie;Coach Carter;FALSE;2005;136;Biography,Drama,Sport;nm0141961;Thomas Carter;director,producer,actor;tt0393162,tt0098789,tt0119664,tt0206275
Maze Runner: The Death Cure;$24,167,011;3,787;tt4500922;movie;Maze Runner: The Death Cure;FALSE;2018;143;Action,Adventure,Sci-Fi;nm1226871;Wes Ball;art_department,director,visual_effects;tt4500922,tt1532503,tt4046784,tt1790864
Warcraft;$24,166,110;3,400;tt0803096;movie;Warcraft;FALSE;2016;123;Action,Adventure,Fantasy;nm1512910;Duncan Jones;director,writer,producer;tt0945513,tt1464763,tt1182345,tt0803096
Con Air;$24,131,738;2,824;tt0118880;movie;Con Air;FALSE;1997;115;Action,Crime,Thriller;nm0922346;Simon West;director,producer,actor;tt1764651,tt0144214,tt0118880,tt0146316
Exodus: Gods and Kings;$24,115,934;3,503;tt1528100;movie;Exodus: Gods and Kings;FALSE;2014;150;Action,Adventure,Drama;nm0000631;Ridley Scott;producer,director,production_designer;tt0172495,tt0103074,tt0083658,tt3659388
White Noise;$24,113,565;2,261;tt0375210;movie;White Noise;FALSE;2005;101;Drama,Horror,Mystery;nm0768249;Geoffrey Sax;director,actor,miscellaneous;tt0094519,tt0090477,tt0324264,tt0375210
21;$24,105,943;2,648;tt0224451;movie;21;FALSE;2000;105;Comedy,Drama,Romance;nm0291209;Eli Frankel;producer,editor,editorial_department;tt2330490,tt0197299,tt3891260,tt0224451
The Conjuring: The Devil Made Me Do It;$24,104,332;3,102;tt7069210;movie;The Conjuring: The Devil Made Me Do It;FALSE;2021;112;Horror,Mystery,Thriller;nm1980431;Michael Chaves;director,writer,visual_effects;tt7069210,tt5282528,tt5192436,tt4913966
Haunted Mansion;$24,082,475;3,740;tt0256071;movie;Heung Gong dai yat hung chak;FALSE;1998;90;Horror;nm0864771;Lai Chi To;assistant_director,writer,director;tt0256071,tt0111779,tt0184488,tt0099264
Arrival;$24,074,047;2,317;tt2543164;movie;Arrival;FALSE;2016;116;Drama,Mystery,Sci-Fi;nm0898288;Denis Villeneuve;director,writer,editor;tt1856101,tt1255953,tt1160419,tt2543164
Tower Heist;$24,025,190;3,367;tt0471042;movie;Tower Heist;FALSE;2011;104;Action,Comedy,Crime;nm0711840;Brett Ratner;producer,director,music_department;tt0120812,tt0289765,tt0376994,tt1267297
Pixels;$24,011,616;3,723;tt1664775;movie;Piksele;FALSE;2010;100;Action,Comedy;nm3941893;Jacek Lusinski;writer,director,soundtrack;tt13748560,tt4329800,tt15802666,tt1664775
The Chronicles of Narnia: The Voyage of the Dawn Treader;$24,005,069;3,555;tt0980970;movie;The Chronicles of Narnia: The Voyage of the Dawn Treader;FALSE;2010;113;Adventure,Family,Fantasy;nm0000776;Michael Apted;director,producer,miscellaneous;tt0095243,tt0143145,tt0157583,tt0384766
Monster-in-Law;$24,000,000;3,424;tt0369735;movie;Monster-in-Law;FALSE;2005;101;Comedy,Romance;nm0525659;Robert Luketic;director,writer,producer;tt1103153,tt0369735,tt1142988,tt0250494
The Fast and the Furious: Tokyo Drift;$23,973,840;3,027;tt0463985;movie;The Fast and the Furious: Tokyo Drift;FALSE;2006;104;Action,Crime,Thriller;nm0510912;Justin Lin;producer,director,writer;tt1905041,tt5433138,tt5433140,tt0280477
The Bad Guys;$23,950,245;4,008;tt1693045;movie;The Bad Guys;FALSE;1987;NA;\N;\N;NA;NA;NA
Fahrenheit 9/11;$23,920,637;868;tt0361596;movie;Fahrenheit 9/11;FALSE;2004;122;Documentary,Drama,War;nm0601619;Michael Moore;director,producer,writer;tt0361596,tt0310793,tt0386032,tt1232207
Captain Underpants: The First Epic Movie;$23,851,539;3,434;tt2091256;movie;Captain Underpants: The First Epic Movie;FALSE;2017;89;Action,Adventure,Animation;nm1659741;David Soren;writer,miscellaneous,art_department;tt1860353,tt2091256,tt1526300,tt0307453
Bad Moms;$23,817,340;3,215;tt4651520;movie;Bad Moms;FALSE;2016;100;Comedy;nm0524190,nm0601859;NA;NA;NA
The Town;$23,808,032;2,861;tt0840361;movie;The Town;FALSE;2010;125;Crime,Drama,Thriller;nm0000255;Ben Affleck;producer,actor,writer;tt0119217,tt0840361,tt1024648,tt2267998
How to Lose a Guy in 10 Days;$23,774,850;2,923;tt0251127;movie;How to Lose a Guy in 10 Days;FALSE;2003;116;Comedy,Romance;nm0677953;Donald Petrie;director,actor,producer;tt0095690,tt0212346,tt0251127,tt0107050
Rise of the Guardians;$23,773,465;3,653;tt1446192;movie;Rise of the Guardians;FALSE;2012;97;Action,Adventure,Animation;nm0709056;Peter Ramsey;art_department,director,producer;tt0181689,tt1446192,tt0113855,tt4633694
Paul Blart: Mall Cop 2;$23,762,435;3,633;tt3450650;movie;Paul Blart: Mall Cop 2;FALSE;2015;94;Action,Comedy,Crime;nm0275698;Andy Fickman;producer,director,actor;tt0118615,tt3450650,tt1414382,tt1075417
The Fugitive;$23,758,855;2,340;tt0024042;movie;The Fugitive;FALSE;1933;60;Drama,Western;nm0292134;Harry L. Fraser;director,writer,assistant_director;tt0169253,tt0028507,tt0035665,tt0026354
Diary of a Wimpy Kid: Rodrick Rules;$23,751,502;3,167;tt15847828;movie;Diary of a Wimpy Kid: Rodrick Rules;FALSE;2022;74;Animation,Comedy,Drama;nm1406291,nm0629306;NA;NA;NA
17 Again;$23,722,310;3,255;tt0974661;movie;17 Again;FALSE;2009;102;Comedy,Drama,Fantasy;nm0824882;Burr Steers;director,actor,writer;tt1374989,tt0280760,tt0110912,tt0974661
Fury;$23,702,421;3,173;tt0014068;movie;Fury;FALSE;1923;90;Adventure,Drama;nm0454771;Henry King;actor,director,producer;tt0029539,tt0045162,tt0029852,tt0036377
Resident Evil: Extinction;$23,678,580;2,828;tt0432021;movie;Resident Evil: Extinction;FALSE;2007;94;Action,Horror,Sci-Fi;nm0611683;Russell Mulcahy;director,producer,writer;tt1567432,tt0432021,tt0091203
Tomb Raider;$23,633,317;3,854;tt1365519;movie;Tomb Raider;FALSE;2018;119;Action,Adventure,Fantasy;nm1012385;Roar Uthaug;director,writer,assistant_director;tt11116912,tt3616916,tt1365519,tt0808276
The Black Phone;$23,633,220;3,150;tt7144666;movie;The Black Phone;FALSE;2021;103;Horror,Mystery,Thriller;nm0220600;Scott Derrickson;producer,director,writer;tt7144666,tt2377322,tt1922777,tt1211837
Open Season;$23,624,548;3,833;tt0071292;movie;Open Season;FALSE;1974;100;Action,Drama,Thriller;nm0172772;Peter Collinson;director,producer,writer;tt0063237,tt0076832,tt0064505,tt0062426
Goosebumps;$23,618,556;3,501;tt1051904;movie;Goosebumps;FALSE;2015;103;Adventure,Comedy,Fantasy;nm1224299;Rob Letterman;writer,director,producer;tt5884052,tt0307453,tt1051904,tt0892782
The Boss;$23,586,645;3,480;tt0004992;movie;The Boss;FALSE;1915;50;Drama;nm0154352;Emile Chautard;director,actor,writer;tt0023458,tt0143092,tt0008255,tt0010499
Dinner for Schmucks;$23,527,839;2,911;tt0427152;movie;Dinner for Schmucks;FALSE;2010;114;Comedy;nm0005366;Jay Roach;producer,director,writer;tt6394270,tt3203606,tt0109303,tt0118655
Mary Poppins Returns;$23,523,121;4,090;tt5028340;movie;Mary Poppins Returns;FALSE;2018;130;Adventure,Comedy,Family;nm0551128;Rob Marshall;director,miscellaneous,producer;tt5028340,tt0299658,tt0875034,tt2180411
Dracula Untold;$23,514,615;2,885;tt0829150;movie;Dracula Untold;FALSE;2014;92;Action,Drama,Fantasy;nm2411495;Gary Shore;director,producer,writer;tt0829150,tt8850704,tt4419364,tt3463938
The Amityville Horror;$23,507,007;3,323;tt0078767;movie;The Amityville Horror;FALSE;1979;117;Horror;nm0742341;Stuart Rosenberg;director,producer,production_manager;tt0054531,tt0061512,tt0078767,tt0055349
Be Cool;$23,450,212;3,216;tt0377471;movie;Be Cool;FALSE;2005;118;Comedy,Crime,Music;nm0336620;F. Gary Gray;director,producer,actor;tt0113118,tt0120768,tt0117603,tt0317740
I Can Do Bad All by Myself;$23,446,785;2,255;tt1385912;movie;I Can Do Bad All by Myself;FALSE;2009;113;Comedy,Drama;nm1347153;Tyler Perry;writer,director,producer;tt0422093,tt0455612,tt1142800,tt2267998
Save the Last Dance;$23,444,930;2,230;tt0206275;movie;Save the Last Dance;FALSE;2001;112;Drama,Music,Romance;nm0141961;Thomas Carter;director,producer,actor;tt0393162,tt0098789,tt0119664,tt0206275
Once Upon a Time in Mexico;$23,424,118;3,282;tt0285823;movie;Once Upon a Time in Mexico;FALSE;2003;102;Action,Crime,Thriller;nm0001675;Robert Rodriguez;producer,writer,director;tt0462322,tt0287717,tt0104815,tt0401792
Face/Off;$23,387,530;2,621;tt0119094;movie;Face/Off;FALSE;1997;138;Action,Crime,Sci-Fi;nm0000247;John Woo;director,producer,writer;tt0425637,tt0119094,tt0104684,tt0092263
The Taking of Pelham 123;$23,373,102;3,074;tt1111422;movie;The Taking of Pelham 123;FALSE;2009;106;Action,Crime,Thriller;nm0001716;Tony Scott;producer,director,actor;tt0421054,tt0092099,tt0108399,tt0477080
The Polar Express;$23,323,463;3,650;tt0338348;movie;The Polar Express;FALSE;2004;100;Adventure,Animation,Comedy;nm0000709;Robert Zemeckis;producer,writer,director;tt0109830,tt1907668,tt0118884,tt0088763
Mortal Kombat;$23,302,503;3,073;tt0113855;movie;Mortal Kombat;FALSE;1995;101;Action,Adventure,Fantasy;nm0027271;Paul W.S. Anderson;writer,producer,director;tt1509767,tt0318627,tt0113855,tt0119081
Cocaine Bear;$23,260,790;3,534;tt14209916;movie;Cocaine Bear;FALSE;2023;95;Comedy,Thriller;nm0006969;Elizabeth Banks;actress,producer,director;tt1951265,tt0903657,tt1490017,tt1392170
Pineapple Express;$23,245,025;3,072;tt0910936;movie;Pineapple Express;FALSE;2008;111;Action,Comedy,Crime;nm0337773;David Gordon Green;producer,director,writer;tt1502407,tt2382396,tt10665338,tt2195548
Alvin and the Chipmunks: Chipwrecked;$23,244,744;3,723;tt1615918;movie;Alvin and the Chipmunks: Chipwrecked;FALSE;2011;87;Adventure,Animation,Comedy;nm0593610;Mike Mitchell;director,writer,actor;tt0892782,tt0194006,tt0892791,tt3513498
Eragon;$23,239,907;3,020;tt0449010;movie;Eragon;FALSE;2006;104;Action,Adventure,Family;nm0266777;Stefen Fangmeier;visual_effects,director,assistant_director;tt5315064,tt0449010,tt0177971,tt0107290
This Is It;$23,234,394;3,481;tt1477715;movie;This Is It;FALSE;2009;111;Documentary,Drama,Music;nm0650905;Kenny Ortega;director,miscellaneous,producer;tt0962726,tt8022928,tt1592748,tt10183988
Hellboy;$23,172,440;3,028;tt0167190;movie;Hellboy;FALSE;2004;122;Action,Adventure,Fantasy;nm0868219;Guillermo del Toro;writer,producer,director;tt0457430,tt1488589,tt1663662,tt0167190
Double Jeopardy;$23,162,542;2,547;tt0046927;movie;Double Jeopardy;FALSE;1955;70;Action,Adventure,Crime;nm0819806;R.G. Springsteen;director,assistant_director,production_manager;tt0046927,tt0042543,tt0040709,tt0048595
Jackass Forever;$23,154,388;3,604;tt11466222;movie;Jackass Forever;FALSE;2022;96;Action,Comedy,Documentary;nm0871860;Jeff Tremaine;writer,producer,director;tt0800325,tt3063516,tt9684220,tt1116184
The Mask;$23,117,068;2,360;tt0009358;movie;The Mask;FALSE;1918;50;Comedy,Drama;nm0373614;Thomas N. Heffron;director,writer;tt0010432,tt0005427,tt0004563,tt0012671
Star Trek: Generations;$23,116,394;2,659;tt0111280;movie;Star Trek: Generations;FALSE;1994;118;Action,Adventure,Mystery;nm0141222;David Carson;director,producer,writer;tt1842329,tt0111280,tt0120570,tt1844080
Eat Pray Love;$23,104,523;3,082;tt0879870;movie;Eat Pray Love;FALSE;2010;133;Biography,Drama,Romance;nm0614682;Ryan Murphy;producer,writer,music_department;tt7562112,tt1844624,tt10161886,tt1327801
The League of Extraordinary Gentlemen;$23,075,892;3,002;tt0311429;movie;The League of Extraordinary Gentlemen;FALSE;2003;110;Action,Adventure,Fantasy;nm0635759;Stephen Norrington;special_effects,make_up_department,visual_effects;tt0275468,tt0089908,tt0311429,tt0109575
Smallfoot;$23,045,635;4,131;tt6182908;movie;Smallfoot;FALSE;2018;96;Adventure,Animation,Comedy;nm0456732,nm1134222;NA;NA;NA
Resident Evil: Apocalypse;$23,036,273;3,284;tt0318627;movie;Resident Evil: Apocalypse;FALSE;2004;94;Action,Horror,Sci-Fi;nm0936838;Alexander Witt;camera_department,assistant_director,director;tt0318627,tt2382320,tt0258463,tt1340138
Star Wars: Episode VI - Return of the Jedi;$23,019,618;1,002;tt0086190;movie;Star Wars: Episode VI - Return of the Jedi;FALSE;1983;131;Action,Adventure,Fantasy;nm0549658;Richard Marquand;director,producer,writer;tt0086190,tt0089360,tt1043199,tt0107711
27 Dresses;$23,007,725;3,057;tt0988595;movie;27 Dresses;FALSE;2008;111;Comedy,Romance;nm0281945;Anne Fletcher;miscellaneous,director,actress;tt0395699,tt1041829,tt0427327,tt0462590
The Haunting in Connecticut;$23,004,765;2,732;tt0492044;movie;The Haunting in Connecticut;FALSE;2009;92;Drama,Horror,Mystery;nm1433996;Peter Cornwell;director,writer,producer;tt0492044,tt0379000,tt1430150,tt3532246
DC League of Super-Pets;$23,003,441;4,314;tt8912936;movie;DC League of Super-Pets;FALSE;2022;105;Action,Adventure,Animation;nm2972864,nm0505946;NA;NA;NA
The Princess Diaries 2: Royal Engagement;$22,956,453;3,472;tt0368933;movie;The Princess Diaries 2: Royal Engagement;FALSE;2004;113;Comedy,Family,Romance;nm0005190;Garry Marshall;writer,producer,actor;tt0104694,tt0100405,tt0151738,tt0791304
The Game Plan;$22,950,971;3,103;tt0492956;movie;The Game Plan;FALSE;2007;110;Comedy,Family,Sport;nm0275698;Andy Fickman;producer,director,actor;tt0118615,tt3450650,tt1414382,tt1075417
Vantage Point;$22,874,936;3,149;tt0443274;movie;Vantage Point;FALSE;2008;90;Action,Crime,Drama;nm0871428;Pete Travis;director,writer;tt0443274,tt1343727,tt2515034,tt0408056
Jack Reacher: Never Go Back;$22,872,490;3,780;tt3393786;movie;Jack Reacher: Never Go Back;FALSE;2016;118;Action,Crime,Drama;nm0001880;Edward Zwick;producer,writer,director;tt0115956,tt0092492,tt0325710,tt0138097
The Princess Diaries;$22,862,269;2,537;tt0247638;movie;The Princess Diaries;FALSE;2001;115;Comedy,Family,Romance;nm0005190;Garry Marshall;writer,producer,actor;tt0104694,tt0100405,tt0151738,tt0791304
Mission to Mars;$22,855,247;3,054;tt0183523;movie;Mission to Mars;FALSE;2000;114;Adventure,Sci-Fi,Thriller;nm0000361;Brian De Palma;director,writer,producer;tt0080661,tt0120832,tt0094226,tt0086984
