"name","openinggross","theathers","tconst","titleType","primaryTitle","isAdult","startYear","endYear","runtimeMinutes","genres"
"Fahrenheit 9/11","$23,920,637",868,"tt0361596","movie","Fahrenheit 9/11",FALSE,2004,NA,122,"Documentary,Drama,War"
"Captain Underpants: The First Epic Movie","$23,851,539",3434,"tt11951660","tvEpisode","Captain Underpants: The First Epic Movie",FALSE,2018,NA,5,"Animation,Reality-TV,Talk-Show"
"Bad Moms","$23,817,340",3215,"tt10857254","tvEpisode","Bad Moms",FALSE,NA,NA,NA,"Talk-Show"
"The Town","$23,808,032",2861,"tt0037389","short","The Town",FALSE,1944,NA,12,"Short"
"How to Lose a Guy in 10 Days","$23,774,850",2923,"tt0251127","movie","How to Lose a Guy in 10 Days",FALSE,2003,NA,116,"Comedy,Romance"
"Rise of the Guardians","$23,773,465",3653,"tt11455760","tvEpisode","Rise of the Guardians",FALSE,2012,NA,NA,"Talk-Show"
"Paul Blart: Mall Cop 2","$23,762,435",3633,"tt11248392","tvEpisode","Paul Blart: Mall Cop 2",FALSE,2015,NA,NA,"Animation,Comedy,Family"
"The Fugitive","$23,758,855",2340,"tt0001227","short","The Fugitive",FALSE,1910,NA,17,"Drama,Short,War"
"Diary of a Wimpy Kid: Rodrick Rules","$23,751,502",3167,"tt15847828","movie","Diary of a Wimpy Kid: Rodrick Rules",FALSE,2022,NA,74,"Animation,Comedy,Drama"
"17 Again","$23,722,310",3255,"tt0974661","movie","17 Again",FALSE,2009,NA,102,"Comedy,Drama,Fantasy"
"Fury","$23,702,421",3173,"tt0014068","movie","Fury",FALSE,1923,NA,90,"Adventure,Drama"
"Resident Evil: Extinction","$23,678,580",2828,"tt0432021","movie","Resident Evil: Extinction",FALSE,2007,NA,94,"Action,Horror,Sci-Fi"
"Tomb Raider","$23,633,317",3854,"tt0190838","videoGame","Tomb Raider",FALSE,1996,NA,NA,"Action,Adventure,Fantasy"
"The Black Phone","$23,633,220",3150,"tt21072988","tvEpisode","The Black Phone",FALSE,2022,NA,5,"Comedy,Talk-Show"
"Open Season","$23,624,548",3833,"tt0071292","movie","Open Season",FALSE,1974,NA,100,"Action,Drama,Thriller"
"Goosebumps","$23,618,556",3501,"tt0111987","tvSeries","Goosebumps",FALSE,1995,1998,22,"Fantasy,Horror,Mystery"
"The Boss","$23,586,645",3480,"tt0004992","movie","The Boss",FALSE,1915,NA,50,"Drama"
"Dinner for Schmucks","$23,527,839",2911,"tt0427152","movie","Dinner for Schmucks",FALSE,2010,NA,114,"Comedy"
"Mary Poppins Returns","$23,523,121",4090,"tt10021020","tvEpisode","Mary Poppins Returns",FALSE,2019,NA,NA,"Talk-Show"
"Dracula Untold","$23,514,615",2885,"tt0829150","movie","Dracula Untold",FALSE,2014,NA,92,"Action,Drama,Fantasy"
"The Amityville Horror","$23,507,007",3323,"tt0078767","movie","The Amityville Horror",FALSE,1979,NA,117,"Horror"
"Be Cool","$23,450,212",3216,"tt0377471","movie","Be Cool",FALSE,2005,NA,118,"Comedy,Crime,Music"
"I Can Do Bad All by Myself","$23,446,785",2255,"tt0483268","video","I Can Do Bad All by Myself",FALSE,2002,NA,141,"Comedy"
"Save the Last Dance","$23,444,930",2230,"tt0206275","movie","Save the Last Dance",FALSE,2001,NA,112,"Drama,Music,Romance"
"Once Upon a Time in Mexico","$23,424,118",3282,"tt0285823","movie","Once Upon a Time in Mexico",FALSE,2003,NA,102,"Action,Crime,Thriller"
"Face/Off","$23,387,530",2621,"tt0119094","movie","Face/Off",FALSE,1997,NA,138,"Action,Crime,Sci-Fi"
"The Taking of Pelham 123","$23,373,102",3074,"tt1111422","movie","The Taking of Pelham 123",FALSE,2009,NA,106,"Action,Crime,Thriller"
"The Polar Express","$23,323,463",3650,"tt0338348","movie","The Polar Express",FALSE,2004,NA,100,"Adventure,Animation,Comedy"
"Mortal Kombat","$23,302,503",3073,"tt0113855","movie","Mortal Kombat",FALSE,1995,NA,101,"Action,Adventure,Fantasy"
"Cocaine Bear","$23,260,790",3534,"tt14209916","movie","Cocaine Bear",FALSE,2023,NA,95,"Comedy,Thriller"
"Pineapple Express","$23,245,025",3072,"tt0910936","movie","Pineapple Express",FALSE,2008,NA,111,"Action,Comedy,Crime"
"Alvin and the Chipmunks: Chipwrecked","$23,244,744",3723,"tt12751938","tvEpisode","Alvin and the Chipmunks: Chipwrecked",FALSE,2016,NA,NA,"Comedy"
"Eragon","$23,239,907",3020,"tt0449010","movie","Eragon",FALSE,2006,NA,104,"Action,Adventure,Family"
"This Is It","$23,234,394",3481,"tt0067851","short","This Is It",FALSE,1970,NA,10,"Short"
"Hellboy","$23,172,440",3028,"tt0167190","movie","Hellboy",FALSE,2004,NA,122,"Action,Adventure,Fantasy"
"Double Jeopardy","$23,162,542",2547,"tt0046927","movie","Double Jeopardy",FALSE,1955,NA,70,"Action,Adventure,Crime"
"Jackass Forever","$23,154,388",3604,"tt11466222","movie","Jackass Forever",FALSE,2022,NA,96,"Action,Comedy,Documentary"
"The Mask","$23,117,068",2360,"tt0009358","movie","The Mask",FALSE,1918,NA,50,"Comedy,Drama"
"Star Trek: Generations","$23,116,394",2659,"tt0111280","movie","Star Trek: Generations",FALSE,1994,NA,118,"Action,Adventure,Mystery"
"Eat Pray Love","$23,104,523",3082,"tt0879870","movie","Eat Pray Love",FALSE,2010,NA,133,"Biography,Drama,Romance"
"The League of Extraordinary Gentlemen","$23,075,892",3002,"tt0311429","movie","The League of Extraordinary Gentlemen",FALSE,2003,NA,110,"Action,Adventure,Fantasy"
"Smallfoot","$23,045,635",4131,"tt11953490","tvEpisode","Smallfoot",FALSE,2019,NA,5,"Animation,Reality-TV,Talk-Show"
"Resident Evil: Apocalypse","$23,036,273",3284,"tt0318627","movie","Resident Evil: Apocalypse",FALSE,2004,NA,94,"Action,Horror,Sci-Fi"
"Star Wars: Episode VI - Return of the Jedi","$23,019,618",1002,"tt0086190","movie","Star Wars: Episode VI - Return of the Jedi",FALSE,1983,NA,131,"Action,Adventure,Fantasy"
"27 Dresses","$23,007,725",3057,"tt0988595","movie","27 Dresses",FALSE,2008,NA,111,"Comedy,Romance"
"The Haunting in Connecticut","$23,004,765",2732,"tt0492044","movie","The Haunting in Connecticut",FALSE,2009,NA,92,"Drama,Horror,Mystery"
"DC League of Super-Pets","$23,003,441",4314,"tt21403570","tvEpisode","DC League of Super-Pets",FALSE,2022,NA,7,"Comedy,Talk-Show"
"The Princess Diaries 2: Royal Engagement","$22,956,453",3472,"tt0368933","movie","The Princess Diaries 2: Royal Engagement",FALSE,2004,NA,113,"Comedy,Family,Romance"
"The Game Plan","$22,950,971",3103,"tt0492956","movie","The Game Plan",FALSE,2007,NA,110,"Comedy,Family,Sport"
"Vantage Point","$22,874,936",3149,"tt0443274","movie","Vantage Point",FALSE,2008,NA,90,"Action,Crime,Drama"
"Jack Reacher: Never Go Back","$22,872,490",3780,"tt3393786","movie","Jack Reacher: Never Go Back",FALSE,2016,NA,118,"Action,Crime,Drama"
"The Princess Diaries","$22,862,269",2537,"tt0247638","movie","The Princess Diaries",FALSE,2001,NA,115,"Comedy,Family,Romance"
"Mission to Mars","$22,855,247",3054,"tt0183523","movie","Mission to Mars",FALSE,2000,NA,114,"Adventure,Sci-Fi,Thriller"
"The Interpreter","$22,822,455",2758,"tt0373926","movie","The Interpreter",FALSE,2005,NA,128,"Crime,Mystery,Thriller"
"Jackass: The Movie","$22,763,437",2509,"tt0322802","movie","Jackass: The Movie",FALSE,2002,NA,85,"Action,Comedy,Documentary"
"Man on Fire","$22,751,490",2980,"tt0050682","movie","Man on Fire",FALSE,1957,NA,95,"Drama"
"Mulan","$22,745,143",2888,"tt0120762","movie","Mulan",FALSE,1998,NA,87,"Adventure,Animation,Comedy"
"Rugrats in Paris","$22,718,184",2934,NA,NA,NA,NA,NA,NA,NA,NA
"Insidious: Chapter 3","$22,692,741",3002,"tt21376128","tvEpisode","Insidious: Chapter 3",FALSE,2015,NA,NA,"Comedy"
"Unstoppable","$22,688,457",3207,"tt0349889","movie","Unstoppable",FALSE,2004,NA,96,"Action,Adventure,Drama"
"Funny People","$22,657,780",3007,"tt0076061","movie","Funny People",FALSE,1976,NA,146,"Comedy"
"Black Mass","$22,635,037",3188,"tt0471102","video","Black Mass",FALSE,2005,NA,NA,"Horror"
"Poltergeist","$22,620,386",3240,"tt0084516","movie","Poltergeist",FALSE,1982,NA,114,"Horror,Thriller"
"The Time Machine","$22,610,437",2944,"tt0054387","movie","The Time Machine",FALSE,1960,NA,103,"Adventure,Romance,Sci-Fi"
"Smile","$22,609,925",3645,"tt0073722","movie","Smile",FALSE,1975,NA,113,"Comedy"
"Bridge to Terabithia","$22,564,612",3139,"tt0088853","tvMovie","Bridge to Terabithia",FALSE,1985,NA,60,"Drama,Family"
"Training Day","$22,550,788",2712,"tt0139654","movie","Training Day",FALSE,2001,NA,122,"Action,Crime,Drama"
"Dick Tracy","$22,543,911",2332,"tt0028785","movie","Dick Tracy",FALSE,1937,NA,290,"Action,Comedy,Crime"
"Saw 3D","$22,530,123",2808,"tt1477076","movie","Saw 3D",FALSE,2010,NA,90,"Horror,Mystery"
"The Mask of Zorro","$22,525,855",2515,"tt0120746","movie","The Mask of Zorro",FALSE,1998,NA,136,"Action,Adventure,Comedy"
"Heaven Is for Real","$22,522,221",2417,"tt1929263","movie","Heaven Is for Real",FALSE,2014,NA,99,"Biography,Drama,Family"
"The Lucky One","$22,518,358",3155,"tt0492261","short","The Lucky One",FALSE,1917,NA,NA,"Comedy,Short"
"Shallow Hal","$22,518,295",2770,"tt0256380","movie","Shallow Hal",FALSE,2001,NA,114,"Comedy,Drama,Fantasy"
"Star Wars: Episode I - The Phantom Menace2012 3D Release","$22,469,932",2655,NA,NA,NA,NA,NA,NA,NA,NA
"Life of Pi","$22,451,514",2927,"tt0454876","movie","Life of Pi",FALSE,2012,NA,127,"Adventure,Drama,Fantasy"
"The Social Network","$22,445,653",2771,"tt1285016","movie","The Social Network",FALSE,2010,NA,120,"Biography,Drama"
"The Patriot","$22,413,710",3061,"tt0007160","movie","The Patriot",FALSE,1916,NA,50,"Western"
"Contagion","$22,403,596",3222,"tt0123733","video","Contagion",FALSE,1987,NA,90,"Comedy,Horror"
"Now You See Me 2","$22,383,146",3232,"tt3110958","movie","Now You See Me 2",FALSE,2016,NA,129,"Action,Adventure,Comedy"
"Walk the Line","$22,347,341",2961,"tt0358273","movie","Walk the Line",FALSE,2005,NA,136,"Biography,Drama,Music"
"The General's Daughter","$22,332,053",2856,"tt0001638","short","The General's Daughter",FALSE,1911,NA,NA,"Drama,Short"
"Sing 2","$22,326,230",3892,"tt6467266","movie","Sing 2",FALSE,2021,NA,110,"Adventure,Animation,Comedy"
"Planes","$22,232,291",3702,"tt0647352","tvEpisode","Planes",FALSE,1990,NA,NA,"Drama"
"Disturbia","$22,224,982",2925,"tt0486822","movie","Disturbia",FALSE,2007,NA,105,"Crime,Drama,Mystery"
"Legally Blonde 2: Red, White & Blonde","$22,220,670",3350,"tt0333780","movie","Legally Blonde 2: Red, White & Blonde",FALSE,2003,NA,95,"Comedy"
"Monster House","$22,217,226",3553,"tt0364842","tvSeries","Monster House",FALSE,2003,NA,60,"Reality-TV"
"Freaky Friday","$22,203,007",2954,"tt0076054","movie","Freaky Friday",FALSE,1976,NA,95,"Comedy,Family,Fantasy"
"Kill Bill: Vol. 1","$22,200,000",3102,"tt0266697","movie","Kill Bill: Vol. 1",FALSE,2003,NA,111,"Action,Crime,Thriller"
"Die Hard with a Vengeance","$22,162,245",2525,"tt0112864","movie","Die Hard with a Vengeance",FALSE,1995,NA,128,"Action,Adventure,Thriller"
"Poseidon","$22,155,410",3555,"tt0409182","movie","Poseidon",FALSE,2006,NA,98,"Action,Adventure,Thriller"
"Diary of a Wimpy Kid","$22,126,166",3077,"tt10766878","tvEpisode","Diary of a Wimpy Kid",FALSE,2019,NA,NA,"Music"
"Ghost Rider: Spirit of Vengeance","$22,115,334",3174,"tt1071875","movie","Ghost Rider: Spirit of Vengeance",FALSE,2011,NA,96,"Action,Adventure,Fantasy"
"It's Complicated","$22,100,820",2887,"tt10427664","tvEpisode","It's Complicated",FALSE,2019,NA,37,"Comedy"
"Ladder 49","$22,088,204",3260,"tt0349710","movie","Ladder 49",FALSE,2004,NA,115,"Action,Drama,Thriller"
"Road to Perdition","$22,079,481",1797,"tt0257044","movie","Road to Perdition",FALSE,2002,NA,117,"Crime,Drama,Thriller"
"Starship Troopers","$22,058,773",2971,"tt0120201","movie","Starship Troopers",FALSE,1997,NA,129,"Action,Adventure,Sci-Fi"
"Star Trek: Insurrection","$22,052,836",2620,"tt0120844","movie","Star Trek: Insurrection",FALSE,1998,NA,103,"Action,Adventure,Sci-Fi"
"Chronicle","$22,004,098",2907,"tt0179720","tvMovie","Chronicle",FALSE,1991,NA,NA,"\N"
"The Monuments Men","$22,003,433",3083,"tt2177771","movie","The Monuments Men",FALSE,2014,NA,118,"Comedy,Drama,History"
"Candyman","$22,001,750",3569,"tt0103919","movie","Candyman",FALSE,1992,NA,99,"Horror,Thriller"
"Star Wars: Episode V - The Empire Strikes Back1997 Special Edition","$21,975,993",2111,NA,NA,NA,NA,NA,NA,NA,NA
"Hide and Seek","$21,959,233",3005,"tt0002956","short","Hide and Seek",FALSE,1913,NA,6,"Comedy,Short"
"Diary of a Mad Black Woman","$21,905,089",1483,"tt0422093","movie","Diary of a Mad Black Woman",FALSE,2005,NA,116,"Comedy,Drama,Romance"
"Inspector Gadget","$21,889,138",2814,"tt0085033","tvSeries","Inspector Gadget",FALSE,1983,1986,30,"Action,Adventure,Animation"
"Unknown","$21,856,389",3043,"tt0450340","movie","Unknown",FALSE,2006,NA,85,"Crime,Drama,Mystery"
"Dolittle","$21,844,045",4155,"tt11625976","tvEpisode","Dolittle",FALSE,2020,NA,NA,"Comedy"
"Stomp the Yard","$21,833,312",2051,"tt0775539","movie","Stomp the Yard",FALSE,2007,NA,115,"Drama,Music,Romance"
"Notting Hill","$21,811,180",2747,"tt0125439","movie","Notting Hill",FALSE,1999,NA,124,"Comedy,Drama,Romance"
"Lara Croft: Tomb Raider - The Cradle of Life","$21,783,641",3222,"tt0325703","movie","Lara Croft: Tomb Raider - The Cradle of Life",FALSE,2003,NA,117,"Action,Adventure,Fantasy"
"RED","$21,761,408",3255,"tt10133178","tvSeries","RED",FALSE,NA,NA,NA,"Sci-Fi"
"Neighbors 2: Sorority Rising","$21,760,405",3384,"tt4438848","movie","Neighbors 2: Sorority Rising",FALSE,2016,NA,92,"Comedy"
"Underworld","$21,753,759",2915,"tt0018526","movie","Underworld",FALSE,1927,NA,80,"Crime,Drama,Film-Noir"
"Die Hard 2","$21,744,661",2507,"tt0099423","movie","Die Hard 2",FALSE,1990,NA,124,"Action,Thriller"
"Texas Chainsaw","$21,744,470",2654,NA,NA,NA,NA,NA,NA,NA,NA
"Garfield","$21,727,611",3094,"tt0297134","videoGame","Garfield",FALSE,1983,NA,NA,"Action,Family"
"Shaft","$21,714,757",2337,"tt0067741","movie","Shaft",FALSE,1971,NA,100,"Action,Crime,Thriller"
"Cats & Dogs","$21,707,617",3040,"tt0239395","movie","Cats & Dogs",FALSE,2001,NA,87,"Action,Adventure,Comedy"
"Eyes Wide Shut","$21,706,163",2411,"tt0120663","movie","Eyes Wide Shut",FALSE,1999,NA,159,"Drama,Mystery,Thriller"
"Spy Game","$21,689,125",2770,"tt0118478","tvSeries","Spy Game",FALSE,1997,1997,60,"Action,Adventure,Comedy"
"Lights Out","$21,688,103",2818,"tt0014199","movie","Lights Out",FALSE,1923,NA,70,"Crime,Drama"
"RoboCop","$21,681,430",3372,"tt0093870","movie","RoboCop",FALSE,1987,NA,102,"Action,Crime,Sci-Fi"
"My Best Friend's Wedding","$21,678,377",2134,"tt0119738","movie","My Best Friend's Wedding",FALSE,1997,NA,105,"Comedy,Drama,Romance"
"Bumblebee","$21,654,047",3550,"tt1239342","short","Bumblebee",FALSE,2007,NA,6,"Short"
"Temptation: Confessions of a Marriage Counselor","$21,641,679",2047,"tt2070862","movie","Temptation: Confessions of a Marriage Counselor",FALSE,2013,NA,111,"Drama"
"London Has Fallen","$21,635,601",3490,"tt3300542","movie","London Has Fallen",FALSE,2016,NA,99,"Action,Thriller"
"Little Man","$21,613,176",2533,"tt0261020","short","Little Man",FALSE,1997,NA,13,"Drama,Short"
"When a Stranger Calls","$21,607,203",2999,"tt0080130","movie","When a Stranger Calls",FALSE,1979,NA,97,"Horror,Mystery,Thriller"
"Fool's Gold","$21,589,295",3125,"tt0010134","movie","Fool's Gold",FALSE,1919,NA,NA,"Drama"
"Tammy","$21,577,049",3465,"tt0058849","tvSeries","Tammy",FALSE,1965,1966,30,"Comedy"
"Christmas with the Kranks","$21,570,867",3393,"tt0388419","movie","Christmas with the Kranks",FALSE,2004,NA,99,"Comedy,Family"
"You, Me and Dupree","$21,525,560",3131,"tt0463034","movie","You, Me and Dupree",FALSE,2006,NA,110,"Comedy,Romance"
"Pete's Dragon","$21,514,095",3702,"tt0076538","movie","Pete's Dragon",FALSE,1977,NA,128,"Adventure,Animation,Comedy"
"American Reunion","$21,514,080",3192,"tt0074133","movie","American Reunion",FALSE,1976,NA,90,"Documentary"
"Cruella","$21,496,997",3892,"tt13045126","video","Cruella",TRUE,2013,NA,154,"Adult,Comedy"
"The 40-Year-Old Virgin","$21,422,815",2845,NA,NA,NA,NA,NA,NA,NA,NA
"The Stepford Wives","$21,406,781",3057,"tt0073747","movie","The Stepford Wives",FALSE,1975,NA,115,"Horror,Mystery,Sci-Fi"
"Good Boys","$21,402,605",3204,"tt10886052","tvEpisode","Good Boys",FALSE,2019,NA,NA,"Comedy"
"Safe Haven","$21,401,594",3223,"tt0219285","movie","Safe Haven",FALSE,1995,NA,84,"Drama,Thriller"
"The Forbidden Kingdom","$21,401,121",3151,"tt0623183","tvEpisode","The Forbidden Kingdom",FALSE,1975,NA,50,"Adventure,Drama,Western"
"The Hitman's Bodyguard","$21,384,504",3377,"tt13624542","tvEpisode","The Hitman's Bodyguard",FALSE,2017,NA,12,"Comedy,Talk-Show"
"Angel Has Fallen","$21,380,987",3286,"tt13773926","tvEpisode","Angel Has Fallen",FALSE,2019,NA,17,"Comedy,Talk-Show"
"Ice Age: Collision Course","$21,373,064",3992,"tt10766746","tvEpisode","Ice Age: Collision Course",FALSE,2019,NA,NA,"Music"
"Why Did I Get Married?","$21,353,789",2011,"tt0840040","video","Why Did I Get Married?",FALSE,2006,NA,131,"Comedy,Drama,Musical"
"Turbo","$21,312,625",3806,"tt0211172","tvSeries","Turbo",FALSE,2000,NA,90,"Crime,Drama,Mystery"
"Storks","$21,311,407",3922,"tt13292336","movie","Storks",FALSE,NA,NA,NA,"Drama"
"My Bloody Valentine","$21,241,456",2534,"tt0082782","movie","My Bloody Valentine",FALSE,1981,NA,90,"Horror,Mystery,Thriller"
"Happy Feet Two","$21,237,068",3606,"tt1402488","movie","Happy Feet Two",FALSE,2011,NA,117,"Adventure,Animation,Comedy"
"Demon Slayer the Movie: Mugen Train","$21,234,994",1614,"tt14518486","tvEpisode","Demon Slayer the Movie: Mugen Train",FALSE,2021,NA,6,"Comedy,Talk-Show"
"Boo 2! A Madea Halloween","$21,226,953",2388,NA,NA,NA,NA,NA,NA,NA,NA
"Payback","$21,221,526",2729,"tt0095840","movie","Payback",FALSE,1990,NA,90,"Action,Comedy,Crime"
"Four Brothers","$21,176,925",2533,"tt0430105","movie","Four Brothers",FALSE,2005,NA,109,"Action,Crime,Drama"
"Waterworld","$21,171,780",2268,"tt0114898","movie","Waterworld",FALSE,1995,NA,135,"Action,Adventure,Sci-Fi"
"The Adjustment Bureau","$21,157,730",2840,"tt1385826","movie","The Adjustment Bureau",FALSE,2011,NA,106,"Crime,Mystery,Romance"
"Dragon Ball Super: Super Hero","$21,126,919",3018,"tt14614892","movie","Dragon Ball Super: Super Hero",FALSE,2022,NA,100,"Action,Adventure,Animation"
"The Hitchhiker's Guide to the Galaxy","$21,103,203",3133,"tt0081874","tvSeries","The Hitchhiker's Guide to the Galaxy",FALSE,1981,1981,152,"Adventure,Comedy,Sci-Fi"
"Bride Wars","$21,058,173",3226,"tt0901476","movie","Bride Wars",FALSE,2009,NA,89,"Comedy,Romance"
"13 Going on 30","$21,054,283",3438,"tt0337563","movie","13 Going on 30",FALSE,2004,NA,98,"Comedy,Fantasy,Romance"
"Resident Evil: Retribution","$21,052,227",3012,"tt1855325","movie","Resident Evil: Retribution",FALSE,2012,NA,95,"Action,Horror,Sci-Fi"
"Project X","$21,051,363",3055,"tt0041770","movie","Project X",FALSE,1949,NA,60,"Action,Adventure,Drama"
"Law Abiding Citizen","$21,039,502",2890,"tt11003504","tvEpisode","Law Abiding Citizen",FALSE,2019,NA,NA,"Comedy"
"The Hunchback of Notre Dame","$21,037,414",2778,"tt0014142","movie","The Hunchback of Notre Dame",FALSE,1923,NA,133,"Drama,Horror,Romance"
